1;721;99;69.79554791292612;17;68
2;1175;84;51.808074379609636;18;47
3;1349;52;69.62313123804267;9;34
4;1393;65;68.040723024988;33;10
5;1439;70;69.18414499729332;17;60
6;1413;30;54.392179806853356;6;74
7;979;90;65.15884310539028;5;37
8;1352;47;67.36207986203019;6;15
9;1312;81;52.160372347982324;36;64
10;1421;59;52.32565530560065;36;35
11;915;65;52.973794378169934;10;34
12;690;44;61.07242031445347;27;17
13;1312;20;55.893684951613956;18;2
14;756;83;67.29765236339878;6;9
15;1255;66;51.31168519562573;16;69
16;805;89;65.45315532771666;10;7
17;616;22;54.794757251181956;11;67
18;1283;62;69.66428109309935;11;55
19;785;64;52.42910014996968;10;7
20;1237;80;64.68796152482484;17;73
21;1228;60;64.42285820287094;21;1
22;1013;31;52.98058002546978;5;50
23;1278;65;52.36801839338129;39;9
24;1125;75;67.42267985816571;18;30
25;864;98;66.013524126193;33;31
26;1414;41;60.84348137585816;35;41
27;741;64;57.58365637773019;4;29
28;854;38;50.049753400060276;31;5
29;617;81;61.006565799949996;15;7
30;1200;55;69.37078625738538;14;48
