1;1424;80;69.30046021907712;20;65
2;751;37;59.71413087751671;22;11
3;1450;62;59.964116710273906;28;22
4;988;66;53.34743133416788;10;50
5;1202;47;55.12451658124558;5;27
6;741;88;66.21673471190437;33;54
7;1219;89;56.598749555629084;13;8
8;1401;29;63.01081206326858;17;2
9;1342;59;59.37090770510899;13;48
10;1219;36;62.66793353847677;9;62
11;1043;21;52.42666668957124;12;22
12;778;21;59.36155488698107;35;30
13;1044;42;53.06196795497456;39;65
14;1383;65;58.73559833923336;18;48
15;1465;49;69.0304877605885;27;36
16;1369;40;58.79623747992542;11;41
17;979;57;66.3339987211484;5;69
18;756;64;65.60443525894459;2;14
19;926;27;65.81207224868228;4;59
20;1407;27;50.678284231234294;37;73
21;600;31;61.41150390603627;39;30
22;1069;28;66.35501997031344;1;15
23;756;73;54.657676823772896;35;13
24;1301;74;60.84169908748576;29;55
25;828;21;67.56850663257491;8;40
26;732;34;52.427019549431705;7;9
27;746;61;64.54312962785495;38;32
28;1429;70;63.44357340063057;6;25
29;1110;46;66.02208923457455;24;41
30;869;70;69.63728779977305;7;26
31;634;94;65.15840981123233;22;11
