1;901;76;55.69774698852608;19;17
1;1073;79;54.594366335232195;40;68
2;1003;97;55.5580492659509;3;58
3;1410;30;65.76609201365561;33;49
3;1177;32;54.853921255401964;15;30
4;1446;77;62.876074445456055;16;1
4;632;36;56.87167085693391;39;58
5;713;58;68.1280090951416;31;53
6;1041;68;54.76186769121372;36;7
6;1428;34;61.571863212397176;38;20
7;1282;42;65.82542888123527;3;41
8;1178;58;55.48181245574742;21;39
9;1037;24;50.895250248666436;22;28
9;748;96;50.632647127044194;37;24
10;1251;55;65.98719260815223;24;65
10;881;66;65.57841115848952;37;21
11;723;63;54.59933033612504;6;51
12;1360;65;51.82920689554559;13;13
12;1195;79;69.37132551489768;28;55
13;877;39;57.316930111503964;8;14
13;1165;42;69.1429406094617;17;27
14;1359;60;60.88184211862436;34;52
15;845;41;54.6974606004546;34;60
16;994;29;54.78949916608075;36;36
16;1027;99;62.845822419028266;38;51
17;855;23;59.043854745343936;35;32
17;1066;30;52.39917721995148;32;26
18;795;80;59.31317697294577;18;19
18;1144;76;66.18602588323004;26;13
19;1403;51;68.07738536111871;22;4
20;1100;38;57.234250240258014;29;45
20;762;58;50.58021051419347;37;12
21;669;73;57.994601298400056;24;48
21;779;90;58.82005580230943;33;66
22;1158;55;50.56467479788114;7;25
22;1409;61;55.544659404485856;8;15
23;1244;52;60.94949195110523;17;13
23;1073;91;64.27155790348611;3;39
24;734;37;63.60409415895256;13;73
25;1172;77;51.967078844622755;10;10
25;1490;81;56.48397465041696;23;30
26;1481;44;67.77621911495174;9;44
27;742;69;62.50482305507924;34;54
27;1138;44;66.99812352190884;8;25
28;947;59;59.819176574293195;19;4
28;1395;25;61.48399676409724;1;6
29;1060;29;62.95763715897347;8;55
30;1162;37;68.11083599640574;21;35
31;1179;96;51.904624780872545;39;47
