1;1424;80;69.30046021907712;20;65
2;751;37;59.71413087751671;22;11
3;1450;62;59.964116710273906;28;22
3;721;22;57.09227601665419;24;10
4;988;66;53.34743133416788;10;50
5;1202;47;55.12451658124558;5;27
5;1045;44;50.89690960122144;1;58
6;859;84;56.52361534446446;2;31
6;741;88;66.21673471190437;33;54
7;1219;89;56.598749555629084;13;8
8;1401;29;63.01081206326858;17;2
9;1378;87;64.68449137392285;19;57
9;1342;59;59.37090770510899;13;48
10;1219;36;62.66793353847677;9;62
11;1043;21;52.42666668957124;12;22
12;778;21;59.36155488698107;35;30
13;1184;64;55.81512543038551;25;29
13;1044;42;53.06196795497456;39;65
14;1119;71;52.15925548674191;35;48
14;1383;65;58.73559833923336;18;48
15;1483;41;63.67402573146893;9;35
15;1465;49;69.0304877605885;27;36
16;1404;97;61.54837480345224;31;45
16;1369;40;58.79623747992542;11;41
17;979;57;66.3339987211484;5;69
17;655;85;62.254632161366686;39;55
18;756;64;65.60443525894459;2;14
19;926;27;65.81207224868228;4;59
20;1407;27;50.678284231234294;37;73
21;600;31;61.41150390603627;39;30
21;931;56;55.36594929742902;30;16
22;914;53;62.95785095218569;20;25
22;1069;28;66.35501997031344;1;15
23;756;73;54.657676823772896;35;13
24;1301;74;60.84169908748576;29;55
24;1183;45;62.116796067691574;40;28
25;746;87;52.42325823123805;40;46
25;828;21;67.56850663257491;8;40
26;732;34;52.427019549431705;7;9
26;1202;83;65.53859567636377;32;21
27;746;61;64.54312962785495;38;32
28;875;97;59.19840324216434;31;25
28;1429;70;63.44357340063057;6;25
29;1110;46;66.02208923457455;24;41
30;1475;67;67.15813594170487;38;61
30;869;70;69.63728779977305;7;26
31;634;94;65.15840981123233;22;11
31;671;99;50.027433504246055;9;17
