1;932;53;51.59099818433149;24;65
2;827;80;61.03720063178409;30;43
2;1367;44;56.44673534560893;40;67
3;753;70;60.73404976094129;8;59
3;1146;39;51.42176242477105;14;60
4;715;79;56.90629683492358;30;71
5;681;59;65.97016001204108;38;73
5;643;65;64.17222414929122;37;12
6;621;78;61.11894094289855;36;6
7;917;34;55.16254958047272;30;14
7;988;72;61.63268393120787;4;26
8;1031;33;68.60673578942394;19;64
8;1244;95;67.46498808696703;14;6
9;1187;54;57.16901799433418;31;70
9;1133;26;60.2724874834165;17;28
10;975;37;67.6656607668698;9;69
10;718;73;64.73331517066399;14;52
11;1061;27;51.62517971601929;1;25
11;1029;51;68.77263517139268;27;53
12;907;26;61.24848895801996;13;49
13;866;46;62.66261692706907;35;38
14;750;97;67.47758122425131;1;16
15;1142;61;61.218329704335915;35;12
15;754;46;64.03527342798537;33;69
16;606;64;64.78001122570811;20;49
17;1366;30;58.106625780061414;18;8
17;1399;21;69.93734371350435;23;35
18;677;72;67.66073856000568;29;30
18;778;79;58.4255946522942;25;21
19;961;50;66.28543295971218;3;43
19;1009;43;51.714805629982465;1;69
20;1419;93;56.23566863318778;2;57
21;1082;72;57.054146501091275;10;64
22;793;25;59.74814014219272;14;72
22;1333;74;66.22991330723237;3;73
23;858;46;64.88421730124982;1;12
24;640;27;62.66267305616084;40;41
25;1182;77;56.24343475962502;6;45
25;1463;87;66.73415366561498;21;11
26;899;45;67.34483821292925;18;30
26;1428;35;59.993078748111856;39;38
27;834;57;64.63422519452737;14;21
27;954;29;60.02429115204291;16;56
28;889;37;54.26648779395947;6;1
28;627;58;50.47156195602412;37;71
29;1238;76;54.84193060491792;33;63
30;884;44;57.69437833999519;4;14
31;852;91;60.92227828170134;12;75
